  Sent.                        Matched  Bracket   Cross        Correct Tag
 ID  Len.  Stat. Recal  Prec.  Bracket gold test Bracket Words  Tags Accracy
 697   22    0   94.12  94.12    16     17   17      0     22    22   100.00
 698   15    0   50.00  50.00     5     10   10      1     13    13   100.00
 699    3    0  100.00 100.00     2      2    2      0      2     2   100.00
 700    9    0  100.00 100.00     7      7    7      0      8     8   100.00
 701   18    0  100.00 100.00    15     15   15      0     18    18   100.00
 702   32    0   94.74  90.00    18     19   20      0     32    30    93.75
 703   12    0   77.78  87.50     7      9    8      0     10    10   100.00
 704   28    0   85.71  90.00    18     21   20      0     26    26   100.00
 705   29    0  100.00  95.83    23     23   24      0     29    29   100.00
 706    3    0  100.00 100.00     3      3    3      0      3     3   100.00
 707    2    0  100.00 100.00     2      2    2      0      2     2   100.00
 708   14    0   92.31  92.31    12     13   13      0     14    13    92.86
 709    8    0  100.00 100.00    10     10   10      0      8     8   100.00
 710   29    0   81.25  81.25    26     32   32      4     29    28    96.55
 711   23    0   90.00  90.00    18     20   20      0     23    23   100.00
 712    3    0   50.00  50.00     1      2    2      0      2     2   100.00
 713    2    0  100.00 100.00     2      2    2      0      2     2   100.00
 714    7    1    0.00   0.00     0      0    0      0      0     0     0.00
 715    9    0  100.00 100.00     8      8    8      0      9     8    88.89
 716    8    0  100.00 100.00    10     10   10      0      8     8   100.00
 717    5    0  100.00 100.00     5      5    5      0      5     5   100.00
 718   11    0  100.00  87.50     7      7    8      0     11    11   100.00
 719   10    0  100.00 100.00    11     11   11      0     10     9    90.00
 720   12    0   81.82  90.00     9     11   10      0     12    12   100.00
 721   12    0   75.00  75.00     9     12   12      2     12    12   100.00
 722    4    0   25.00  50.00     1      4    2      0      4     3    75.00
 723    9    0  100.00 100.00     6      6    6      0      8     8   100.00
 724    6    0  100.00 100.00     6      6    6      0      6     6   100.00
 725   11    0   88.89 100.00     8      9    8      0      9     9   100.00
 726   38    0   66.67  64.29    18     27   28      9     34    33    97.06
 727   17    0   72.22  76.47    13     18   17      4     17    17   100.00
 728   10    0   81.82 100.00     9     11    9      0      9     9   100.00
 729    6    0  100.00 100.00     4      4    4      0      6     5    83.33
 730   11    0   87.50  87.50     7      8    8      0     10    10   100.00
 731   14    0   90.91  90.91    10     11   11      0     12    12   100.00
 732    7    0   60.00  75.00     3      5    4      0      5     5   100.00
 733   18    0  100.00  93.33    14     14   15      0     17    17   100.00
 734    6    0   75.00  60.00     3      4    5      0      5     5   100.00
 735   12    0  100.00 100.00    15     15   15      0     11    11   100.00
 736   37    1    0.00   0.00     0      0    0      0      0     0     0.00
 737   14    0  100.00 100.00    11     11   11      0     12    12   100.00
 738   20    0   88.24 100.00    15     17   15      0     18    18   100.00
 739    9    0   77.78  87.50     7      9    8      0      8     8   100.00
 740   19    0  100.00 100.00    17     17   17      0     18    17    94.44
 741    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 742   19    0   90.00  85.71    18     20   21      0     17    17   100.00
 743    2    0  100.00 100.00     2      2    2      0      2     2   100.00
 744   24    0  100.00  87.50    14     14   16      0     24    24   100.00
 745   11    0  100.00 100.00    10     10   10      0     11    11   100.00
 746   10    0  100.00 100.00     8      8    8      0      8     8   100.00
 747    4    0   75.00  75.00     3      4    4      0      4     3    75.00
 748    7    0   33.33  28.57     2      6    7      3      7     7   100.00
 749   18    0  100.00 100.00    18     18   18      0     18    18   100.00
 750   25    0   85.00  85.00    17     20   20      1     25    25   100.00
 751   33    0   96.77  96.77    30     31   31      0     33    33   100.00
 752   26    0   91.67  88.00    22     24   25      1     26    25    96.15
 753   13    0   84.62  84.62    11     13   13      0     12    11    91.67
 754   20    0   89.47  89.47    17     19   19      0     20    20   100.00
 755   19    0   87.50  93.33    14     16   15      1     19    18    94.74
 756   26    0   78.26  90.00    18     23   20      2     26    21    80.77
 757   23    0   85.00  85.00    17     20   20      1     23    23   100.00
 758    7    0   60.00  75.00     3      5    4      0      5     5   100.00
 759   42    0   90.24  88.10    37     41   42      2     42    41    97.62
 760    4    0  100.00  66.67     2      2    3      0      2     2   100.00
 761   11    0  100.00 100.00     9      9    9      0      9     9   100.00
 762    6    0  100.00 100.00     5      5    5      0      5     5   100.00
 763    6    0   40.00  40.00     2      5    5      1      6     5    83.33
 764   10    0  100.00 100.00     9      9    9      0      9     9   100.00
 765   10    0  100.00 100.00     9      9    9      0     10    10   100.00
 766   11    0   90.00 100.00     9     10    9      0      9     9   100.00
 767    4    0   50.00  50.00     1      2    2      0      2     2   100.00
 768   12    0  100.00 100.00     9      9    9      0     10    10   100.00
 769    4    0   50.00  50.00     1      2    2      0      2     2   100.00
 770    8    0   83.33  71.43     5      6    7      0      6     6   100.00
 771    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 772   20    0   96.15  96.15    25     26   26      0     20    20   100.00
 773   23    0  100.00  95.00    19     19   20      0     21    21   100.00
 774   29    0   92.59  89.29    25     27   28      0     29    28    96.55
 775   17    0   93.75  88.24    15     16   17      0     17    17   100.00
 776   46    0   88.10  97.37    37     42   38      0     46    46   100.00
 777   18    0   93.33  87.50    14     15   16      0     18    18   100.00
 778   31    0  100.00 100.00    27     27   27      0     29    29   100.00
 779    4    0  100.00 100.00     5      5    5      0      4     3    75.00
 780   13    0   91.67  91.67    11     12   12      0     13    13   100.00
 781   29    0   88.00  91.67    22     25   24      2     29    29   100.00
 782   18    0  100.00 100.00    21     21   21      0     18    18   100.00
 783   10    0   75.00  75.00     6      8    8      0      8     8   100.00
 784   20    0  100.00 100.00    15     15   15      0     20    19    95.00
 785   10    0  100.00 100.00     8      8    8      0     10    10   100.00
 786   11    0  100.00 100.00     7      7    7      0     11    11   100.00
 787   14    0  100.00 100.00    12     12   12      0     12    11    91.67
 788   18    0   62.50  66.67    10     16   15      0     16    16   100.00
 789   10    0   85.71  85.71     6      7    7      0      8     8   100.00
 790   10    0   77.78  77.78     7      9    9      0      8     8   100.00
 791   10    0  100.00 100.00    12     12   12      0     10    10   100.00
 792   10    0  100.00  91.67    11     11   12      0     10    10   100.00
 793   13    0  100.00 100.00    13     13   13      0     13    13   100.00
 794   16    0  100.00 100.00    12     12   12      0     16    16   100.00
 795   14    0   92.86  92.86    13     14   14      0     12    12   100.00
 796   16    1    0.00   0.00     0      0    0      0      0     0     0.00
 797   11    0   44.44  57.14     4      9    7      1      9     9   100.00
 798   12    0  100.00 100.00     9      9    9      0     10    10   100.00
 799    8    0  100.00 100.00     5      5    5      0      6     6   100.00
 800    6    0  100.00 100.00     6      6    6      0      6     6   100.00
 801    7    0  100.00 100.00     6      6    6      0      7     7   100.00
 802   11    0   66.67  66.67     6      9    9      0      9     9   100.00
 803   10    0  100.00  90.91    10     10   11      0      8     8   100.00
 804    6    1    0.00   0.00     0      0    0      0      0     0     0.00
 805    8    0  100.00 100.00    10     10   10      0      7     7   100.00
 806    4    0  100.00 100.00     4      4    4      0      4     4   100.00
 807    6    0  100.00 100.00     5      5    5      0      6     5    83.33
 808    9    0  100.00 100.00     7      7    7      0      9     9   100.00
 809   15    0  100.00 100.00    14     14   14      0     15    15   100.00
 810   12    0   58.33  53.85     7     12   13      5     10    10   100.00
 811   11    0   71.43  71.43     5      7    7      0      9     9   100.00
 812   19    0   87.50  77.78    14     16   18      1     19    18    94.74
 813   10    0   87.50  77.78     7      8    9      0      8     8   100.00
 814   12    0   62.50  71.43     5      8    7      0     10    10   100.00
 815    8    0   87.50 100.00     7      8    7      0      8     8   100.00
 816   12    0   75.00  75.00     6      8    8      0     10    10   100.00
 817    7    0  100.00 100.00     5      5    5      0      6     6   100.00
 818    9    0   90.00  81.82     9     10   11      0      9     8    88.89
 819   17    0   89.47 100.00    17     19   17      0     17    17   100.00
 820    8    0  100.00 100.00     8      8    8      0      7     7   100.00
 821   10    0   87.50  87.50     7      8    8      0      8     8   100.00
 822    3    0   50.00  50.00     1      2    2      0      2     2   100.00
 823    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 824   14    0  100.00 100.00    13     13   13      0     13    13   100.00
 825    6    0  100.00 100.00     6      6    6      0      6     6   100.00
 826   19    0   77.78  77.78    14     18   18      2     18    18   100.00
 827   15    0  100.00 100.00    18     18   18      0     14    14   100.00
 828   15    0   50.00  54.55     6     12   11      2     13    13   100.00
 829    7    0   57.14  80.00     4      7    5      0      6     6   100.00
 830   13    0   78.57  78.57    11     14   14      2     12    12   100.00
 831    8    0   71.43  83.33     5      7    6      0      6     6   100.00
 832    5    0  100.00 100.00     6      6    6      0      5     5   100.00
 833   15    0   84.62  84.62    11     13   13      0     13    13   100.00
 834   14    0   50.00  42.11     8     16   19      7     12    11    91.67
 835   14    0  100.00 100.00    13     13   13      0     14    14   100.00
 836    7    0   60.00  60.00     3      5    5      0      5     5   100.00
 837   14    0   84.62  78.57    11     13   14      0     12    12   100.00
 838   17    0   80.00  80.00    12     15   15      2     15    15   100.00
 839   13    0  100.00 100.00    10     10   10      0     11    11   100.00
 840    3    0   50.00  33.33     1      2    3      0      2     2   100.00
 841   16    0  100.00 100.00    16     16   16      0     16    15    93.75
 842    7    0  100.00 100.00     6      6    6      0      6     6   100.00
 843    7    0   75.00  75.00     3      4    4      0      5     5   100.00
 844   15    0   72.73  66.67     8     11   12      0     13    13   100.00
 845    8    0   83.33  71.43     5      6    7      0      6     6   100.00
 846   11    0  100.00  90.00     9      9   10      0     10    10   100.00
 847    7    0  100.00 100.00     9      9    9      0      7     7   100.00
 848    6    0   75.00  60.00     3      4    5      0      5     5   100.00
 849   10    0   85.71  85.71     6      7    7      0      8     8   100.00
 850    5    0   33.33  25.00     1      3    4      0      3     3   100.00
 851   10    0   40.00  44.44     4     10    9      2      8     7    87.50
 852   10    0   75.00  75.00     6      8    8      0      8     8   100.00
 853   12    0   80.00  66.67     8     10   12      1     10    10   100.00
 854    8    0  100.00 100.00    10     10   10      0      7     7   100.00
 855   10    0   50.00  50.00     5     10   10      4      9     9   100.00
 856   15    0   73.33  73.33    11     15   15      2     14    14   100.00
 857    9    0   50.00  42.86     3      6    7      2      8     8   100.00
 858   10    0   71.43  62.50     5      7    8      0      8     8   100.00
 859    7    0   60.00  60.00     3      5    5      0      5     4    80.00
 860   28    0   54.55  48.00    12     22   25      9     26    26   100.00
 861    5    0  100.00 100.00     5      5    5      0      4     4   100.00
 862    3    0  100.00 100.00     2      2    2      0      3     3   100.00
 863   11    0  100.00 100.00    11     11   11      0     11    11   100.00
 864    5    0   60.00  60.00     3      5    5      0      5     5   100.00
 865    5    0  100.00 100.00     4      4    4      0      4     4   100.00
 866   15    0   42.86  42.86     6     14   14      6     13    13   100.00
 867   17    0   87.50  87.50    14     16   16      0     15    15   100.00
 868   13    0   90.91  90.91    10     11   11      0     13    13   100.00
 869   11    0  100.00 100.00     8      8    8      0     11    11   100.00
 870    2    0  100.00 100.00     2      2    2      0      2     2   100.00
 871   13    0   66.67  76.92    10     15   13      0     13    13   100.00
 872   41    0   88.10  84.09    37     42   44      4     41    40    97.56
 873   10    0   77.78  87.50     7      9    8      0     10    10   100.00
 874   25    0  100.00  91.67    22     22   24      0     25    25   100.00
 875    4    0  100.00 100.00     5      5    5      0      4     4   100.00
 876    2    0  100.00 100.00     2      2    2      0      2     0     0.00
 877    7    0  100.00 100.00     8      8    8      0      7     7   100.00
 878   27    0   95.83 100.00    23     24   23      0     27    27   100.00
 879   24    0  100.00 100.00    23     23   23      0     24    23    95.83
 880   46    0   86.49  88.89    32     37   36      0     46    46   100.00
 881   29    0   88.89  82.76    24     27   29      1     29    28    96.55
 882   16    0  100.00 100.00    13     13   13      0     16    16   100.00
 883   13    0  100.00  90.91    10     10   11      0     11    11   100.00
 884    7    0   83.33  71.43     5      6    7      0      6     6   100.00
 885   20    0  100.00 100.00    20     20   20      0     19    19   100.00
 886   25    0   83.33  88.24    15     18   17      0     25    25   100.00
 887   16    0   50.00  50.00     6     12   12      1     16    16   100.00
 888   23    0   76.00  76.00    19     25   25      1     23    19    82.61
 889   13    0   92.86  92.86    13     14   14      0     13    11    84.62
 890   43    0   79.41  75.00    27     34   36      5     43    40    93.02
 891   15    0   83.33  90.91    10     12   11      0     15    15   100.00
 892   24    0   83.33  83.33    20     24   24      1     24    24   100.00
 893   37    0   58.62  65.38    17     29   26      7     37    37   100.00
 894   12    0   91.67  91.67    11     12   12      0     12    12   100.00
 895    7    0   77.78  87.50     7      9    8      0      7     7   100.00
 896   58    0   78.95  77.59    45     57   58      8     58    56    96.55
 897   26    0   80.77  77.78    21     26   27      4     26    26   100.00
 898   26    0   86.67  81.25    26     30   32      3     26    26   100.00
 899   32    0   90.91  95.24    20     22   21      0     32    31    96.88
 900    5    0   80.00  80.00     4      5    5      0      5     5   100.00
 901    7    0  100.00 100.00     6      6    6      0      7     7   100.00
 902   28    0   92.86  86.67    26     28   30      0     28    27    96.43
 903    5    0  100.00 100.00     5      5    5      0      5     5   100.00
 904   38    0   96.67  96.67    29     30   30      0     38    35    92.11
 905   14    0   58.82  62.50    10     17   16      5     14    13    92.86
 906   12    0  100.00 100.00    11     11   11      0     12    12   100.00
 907   19    0  100.00  90.48    19     19   21      0     19    19   100.00
 908   26    0   91.30  91.30    21     23   23      1     26    24    92.31
 909   17    0  100.00 100.00    17     17   17      0     17    17   100.00
 910   30    0   84.00  84.00    21     25   25      2     30    30   100.00
 911   28    0   56.52  54.17    13     23   24      7     28    28   100.00
 912   14    0   77.78  87.50     7      9    8      0     14    13    92.86
 913   33    0  100.00 100.00    25     25   25      0     33    30    90.91
 914   17    0   93.33  93.33    14     15   15      0     17    17   100.00
 915   10    0  100.00 100.00     8      8    8      0     10    10   100.00
 916   35    0   82.76  85.71    24     29   28      3     35    35   100.00
 917   22    0   96.00 100.00    24     25   24      0     22    21    95.45
 918   24    0   86.96  95.24    20     23   21      0     24    24   100.00
 919   41    0   81.82  84.38    27     33   32      1     41    39    95.12
 920   13    0  100.00 100.00    13     13   13      0     13    13   100.00
 921    5    0  100.00 100.00     5      5    5      0      5     5   100.00
 922   24    0   87.50  91.30    21     24   23      1     24    23    95.83
 923    3    0  100.00 100.00     2      2    2      0      3     2    66.67
 924   17    0   93.75  83.33    15     16   18      0     16    16   100.00
 925   20    0   85.71  92.31    12     14   13      0     20    20   100.00
 926   42    0   81.82  81.82    36     44   44      4     42    42   100.00
 927   22    0   29.17  41.18     7     24   17      4     22    21    95.45
 928   52    0   91.49  87.76    43     47   49      3     52    52   100.00
 929   16    0  100.00 100.00    14     14   14      0     15    15   100.00
 930   43    0   82.35  82.35    28     34   34      3     43    41    95.35
 931    8    0   87.50  87.50     7      8    8      0      8     8   100.00
 932   31    0   85.19  82.14    23     27   28      2     31    31   100.00
 933   26    0   90.00  90.00    18     20   20      0     26    25    96.15
 934   39    0   51.43  43.90    18     35   41     15     39    39   100.00
 935    8    0  100.00 100.00     8      8    8      0      8     8   100.00
 936   20    0  100.00 100.00    17     17   17      0     20    20   100.00
 937   41    0   67.86  67.86    19     28   28      1     41    41   100.00
 938   24    0   88.89  88.89    16     18   18      0     24    24   100.00
 939   21    0   76.47  76.47    13     17   17      3     21    20    95.24
 940   25    0   70.00  70.00    14     20   20      3     25    25   100.00
 941   18    0   93.33 100.00    14     15   14      0     18    17    94.44
 942   27    0   83.33  75.00    15     18   20      0     27    24    88.89
 943   14    0   81.82  75.00     9     11   12      0     14    13    92.86
 944   15    0  100.00 100.00    12     12   12      0     14    14   100.00
 945    7    0  100.00 100.00     6      6    6      0      7     7   100.00
 946   22    0   60.00  56.25     9     15   16      1     22    21    95.45
 947   40    0   80.65  83.33    25     31   30      1     40    39    97.50
 948   40    0   94.44  91.89    34     36   37      0     40    38    95.00
 949   29    0   76.67  79.31    23     30   29      5     29    29   100.00
 950   10    0  100.00 100.00     7      7    7      0      9     9   100.00
 951   22    0   93.33  93.33    14     15   15      0     22    21    95.45
 952   17    0   73.33  68.75    11     15   16      3     17    17   100.00
 953   25    0   92.86  76.47    13     14   17      0     25    25   100.00
 954   22    0   75.00  78.95    15     20   19      3     22    22   100.00
 955   20    0  100.00 100.00    20     20   20      0     20    20   100.00
 956   27    0   81.48  81.48    22     27   27      3     27    26    96.30
 957   41    0   85.71  88.89    24     28   27      1     40    40   100.00
 958   20    0   89.47 100.00    17     19   17      0     20    20   100.00
 959   29    0   96.67  96.67    29     30   30      0     29    29   100.00
 960   14    0  100.00 100.00    12     12   12      0     14    14   100.00
 961   53    0   75.00  79.41    27     36   34      5     53    50    94.34
 962   20    0   80.00  80.00    12     15   15      0     20    20   100.00
 963   17    0  100.00 100.00    15     15   15      0     17    15    88.24
 964    5    0   83.33  62.50     5      6    8      0      5     3    60.00
 965   17    0  100.00 100.00    14     14   14      0     17    17   100.00
 966   10    0  100.00 100.00     9      9    9      0     10    10   100.00
 967    7    0  100.00 100.00     7      7    7      0      7     7   100.00
 968   10    0   91.67  91.67    11     12   12      0     10     9    90.00
 969   22    0  100.00 100.00    23     23   23      0     22    22   100.00
 970    9    0  100.00 100.00    10     10   10      0      9     9   100.00
 971   10    0  100.00 100.00     7      7    7      0     10    10   100.00
 972    7    0  100.00 100.00     7      7    7      0      7     7   100.00
 973   13    0   90.91  83.33    10     11   12      0     11    11   100.00
 974    3    0  100.00 100.00     4      4    4      0      3     3   100.00
 975    9    0   75.00  66.67     6      8    9      0      7     7   100.00
 976   13    0  100.00 100.00    14     14   14      0     13    13   100.00
 977   12    0   92.86  92.86    13     14   14      0     10    10   100.00
 978    8    0  100.00 100.00    10     10   10      0      8     8   100.00
 979   11    0   80.00  80.00     8     10   10      0      9     9   100.00
 980   23    0   96.30  96.30    26     27   27      0     23    23   100.00
 981   12    0  100.00 100.00    10     10   10      0     10    10   100.00
 982    4    0  100.00  66.67     2      2    3      0      2     2   100.00
 983   13    0   88.89  88.89     8      9    9      0     11    11   100.00
 984    7    0  100.00  83.33     5      5    6      0      5     5   100.00
 985    7    0   60.00  75.00     3      5    4      0      5     5   100.00
 986   12    0   93.75  93.75    15     16   16      0     11    11   100.00
 987    7    0  100.00 100.00     5      5    5      0      6     6   100.00
 988   10    0  100.00 100.00    12     12   12      0     10    10   100.00
 989   10    0   90.91  90.91    10     11   11      0     10    10   100.00
 990   24    0   95.00 100.00    19     20   19      0     22    22   100.00
 991   22    0  100.00 100.00    24     24   24      0     22    22   100.00
 992   11    0   72.73  72.73     8     11   11      2     11    11   100.00
 993    9    0   76.92  90.91    10     13   11      0      9     9   100.00
 994   16    1    0.00   0.00     0      0    0      0      0     0     0.00
 995   10    0   71.43  83.33     5      7    6      0      8     8   100.00
 996   11    0  100.00 100.00    10     10   10      0      9     9   100.00
 997    6    0  100.00 100.00     5      5    5      0      6     6   100.00
 998   11    0   87.50  77.78     7      8    9      0      9     9   100.00
 999   13    0  100.00 100.00    12     12   12      0     13    13   100.00
1000    7    0   80.00  80.00     4      5    5      0      5     5   100.00
1001    6    0  100.00 100.00     5      5    5      0      5     5   100.00
1002    8    0  100.00 100.00    11     11   11      0      8     8   100.00
1003   19    0  100.00  95.24    20     20   21      0     19    19   100.00
1004    7    0  100.00 100.00    10     10   10      0      7     7   100.00
1005    7    0  100.00 100.00     7      7    7      0      6     6   100.00
1006   15    0  100.00 100.00    14     14   14      0     13    13   100.00
1007   11    0  100.00 100.00     8      8    8      0     10    10   100.00
1008    7    0  100.00 100.00     5      5    5      0      6     5    83.33
1009   12    0  100.00 100.00    12     12   12      0     12    12   100.00
1010   11    0  100.00 100.00    11     11   11      0     11    11   100.00
1011    5    0  100.00  85.71     6      6    7      0      5     5   100.00
1012   11    0  100.00 100.00    13     13   13      0     11    11   100.00
1013   11    0   88.89  80.00     8      9   10      0      9     9   100.00
1014    7    0   60.00  75.00     3      5    4      0      5     5   100.00
1015   19    0   72.22  76.47    13     18   17      2     18    18   100.00
1016    7    0  100.00 100.00     8      8    8      0      6     6   100.00
1017   14    0   77.78  82.35    14     18   17      3     14    14   100.00
1018    6    0  100.00 100.00     7      7    7      0      6     6   100.00
1019    5    0  100.00 100.00     7      7    7      0      5     5   100.00
1020   15    0   73.33  64.71    11     15   17      1     15    15   100.00
1021    4    0   80.00 100.00     4      5    4      0      4     4   100.00
1022   12    0  100.00 100.00    16     16   16      0     12    12   100.00
1023   15    0   94.44  94.44    17     18   18      0     15    14    93.33
1024   46    0   64.44  64.44    29     45   45     12     46    44    95.65
1025    6    0  100.00  66.67     2      2    3      0      6     6   100.00
1026    8    0  100.00 100.00    10     10   10      0      8     8   100.00
1027   22    0   79.17  82.61    19     24   23      2     22    22   100.00
1028    6    0  100.00 100.00     5      5    5      0      6     6   100.00
1029   20    0   86.67  81.25    13     15   16      2     20    18    90.00
1030    7    0   50.00  75.00     3      6    4      1      7     7   100.00
1031    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1032    1    0  100.00 100.00     2      2    2      0      1     0     0.00
1033   20    0  100.00 100.00    21     21   21      0     20    20   100.00
1034   33    0   80.56  82.86    29     36   35      2     33    33   100.00
1035   18    0  100.00 100.00    16     16   16      0     18    18   100.00
1036   23    0   94.44  89.47    17     18   19      0     23    23   100.00
1037   16    0   85.71  85.71    12     14   14      0     16    16   100.00
1038   45    0   86.05  92.50    37     43   40      2     45    45   100.00
1039   24    0   62.50  62.50    15     24   24      5     24    24   100.00
1040   23    0  100.00  83.33    15     15   18      0     23    19    82.61
1041   12    0   92.31  92.31    12     13   13      0     12    11    91.67
1042    3    0  100.00 100.00     2      2    2      0      3     3   100.00
1043   16    0  100.00 100.00    14     14   14      0     16    16   100.00
1044   32    0  100.00  96.88    31     31   32      0     32    32   100.00
1045   31    0   80.00  83.33    20     25   24      2     31    31   100.00
1046   61    0   84.13  84.13    53     63   63      7     61    57    93.44
1047   10    0   81.82  81.82     9     11   11      0     10    10   100.00
1048   11    0   91.67 100.00    11     12   11      0     11    10    90.91
1049   17    0  100.00 100.00    15     15   15      0     17    16    94.12
1050   18    0   77.78  77.78    14     18   18      2     18    18   100.00
1051   21    0   81.82  69.23     9     11   13      1     21    20    95.24
1052   15    0   63.64  50.00     7     11   14      2     15    15   100.00
1053   21    0   82.35  73.68    14     17   19      3     21    21   100.00
1054   28    0   82.61  82.61    19     23   23      1     28    27    96.43
1055    3    0  100.00 100.00     2      2    2      0      3     3   100.00
1056   40    0   91.43  91.43    32     35   35      2     40    38    95.00
1057   38    0   84.62  82.50    33     39   40      5     36    35    97.22
1058   12    0  100.00 100.00    11     11   11      0     12    12   100.00
1059   24    0   78.57  78.57    22     28   28      4     24    24   100.00
1060   39    0   95.35  91.11    41     43   45      0     39    38    97.44
1061   24    0  100.00 100.00    26     26   26      0     24    24   100.00
1062    4    0  100.00 100.00     2      2    2      0      4     4   100.00
1063   27    0   96.43  96.43    27     28   28      0     27    26    96.30
1064   19    0  100.00 100.00    16     16   16      0     19    19   100.00
1065   26    0   77.78  77.78    21     27   27      6     26    26   100.00
1066   28    0   96.55  96.55    28     29   29      0     28    28   100.00
1067   30    0   66.67  71.43    20     30   28      5     30    28    93.33
1068   20    0   95.24  90.91    20     21   22      0     20    20   100.00
1069    4    0  100.00 100.00     4      4    4      0      4     4   100.00
1070    4    0  100.00 100.00     3      3    3      0      4     4   100.00
============================================================================
                 87.28  86.60  13457 15419 15540    858  16799 16447    97.90
=== Summary ===

-- All --
Number of sentence        =   1070
Number of Error sentence  =     11
Number of Skip  sentence  =      0
Number of Valid sentence  =   1059
Bracketing Recall         =  87.28
Bracketing Precision      =  86.60
Bracketing FMeasure       =  86.93
Complete match            =  38.34
Average crossing          =   0.81
No crossing               =  72.43
2 or less crossing        =  88.48
Tagging accuracy          =  97.90

-- len<=40 --
Number of sentence        =   1020
Number of Error sentence  =     10
Number of Skip  sentence  =      0
Number of Valid sentence  =   1010
Bracketing Recall         =  87.72
Bracketing Precision      =  86.96
Bracketing FMeasure       =  87.34
Complete match            =  40.20
Average crossing          =   0.68
No crossing               =  75.25
2 or less crossing        =  90.50
Tagging accuracy          =  98.02
